[0],0.000000,0.146269,0.246234,0.242210,0.190938,0.078288,0.065268,0.019556,0.006421,0.001605,0.003210,7.363718,0.995468,0.000000,0.209388,0.273676,0.199132,0.147750,0.083096,0.049015,0.022229,0.004286,0.008571,0.002857,10.223968,1.596864
[1],0.000000,0.267118,0.360019,0.187856,0.086138,0.059003,0.017542,0.007973,0.004784,0.004784,0.004783,7.529563,0.658570,0.000000,0.277403,0.342474,0.234309,0.074577,0.031653,0.022167,0.007917,0.003167,0.000000,0.006333,18.286329,1.424840
[10],0.001677,0.310707,0.369391,0.162020,0.072255,0.040336,0.015097,0.005032,0.010065,0.006710,0.006710,164.205674,1.842273,0.000000,0.221275,0.341821,0.220525,0.126245,0.051065,0.023709,0.010794,0.001799,0.001383,0.001383,117.734122,1.492044
[11],0.000000,0.131647,0.203060,0.213463,0.174341,0.101289,0.084134,0.045782,0.028482,0.010681,0.007121,3.628671,0.726825,0.000000,0.233352,0.272935,0.207478,0.107488,0.076901,0.050342,0.018541,0.008241,0.019017,0.005705,13.385448,2.018975
[12],0.000000,0.097426,0.246682,0.230302,0.195795,0.094393,0.045905,0.041803,0.030244,0.014540,0.002908,7.114580,0.488892,0.000000,0.202486,0.247405,0.206688,0.119854,0.057296,0.070695,0.047945,0.028801,0.013440,0.005390,28.362472,1.553022
[13],0.000000,0.188702,0.330013,0.255560,0.134270,0.041244,0.016139,0.019726,0.007173,0.003586,0.003586,70.136008,1.150322,0.000000,0.114473,0.286181,0.198088,0.149586,0.123250,0.077060,0.023705,0.016163,0.007543,0.003951,138.129746,1.692672
[14],0.000000,0.238815,0.344915,0.211482,0.115244,0.047208,0.025601,0.006439,0.006221,0.000000,0.004075,30.144434,2.666171,0.000000,0.166638,0.351732,0.206145,0.128074,0.074735,0.040021,0.017402,0.004332,0.008742,0.002179,72.473391,2.790356
[15],0.000000,0.109020,0.151356,0.213362,0.172078,0.136527,0.078933,0.070859,0.023310,0.014290,0.030264,21.962279,0.308921,0.000000,0.146546,0.339027,0.253189,0.123703,0.060844,0.039151,0.007029,0.011715,0.004699,0.014095,34.949874,0.570698
[16],0.000000,0.241894,0.337210,0.229716,0.073994,0.054496,0.034903,0.014824,0.007404,0.001850,0.003710,12.180087,1.655351,0.000000,0.183828,0.302815,0.189338,0.124873,0.100975,0.064626,0.008986,0.003826,0.012958,0.007775,16.242438,1.978916
[17],0.000000,0.264330,0.388722,0.206174,0.065915,0.044016,0.017340,0.002997,0.001497,0.003000,0.006009,66.575951,1.879739,0.000000,0.119445,0.176596,0.181104,0.165540,0.137076,0.082905,0.057806,0.054570,0.017150,0.007807,55.133260,1.650488
[18],0.000000,0.116437,0.224936,0.218219,0.195990,0.112893,0.045110,0.031256,0.025740,0.012870,0.016547,13.091066,0.737608,0.000000,0.264885,0.302016,0.188547,0.111654,0.060827,0.028860,0.021537,0.008284,0.008927,0.004464,37.127823,1.579578
[19],0.000000,0.110920,0.274818,0.300689,0.158142,0.084883,0.041956,0.013395,0.007598,0.001900,0.005699,7.546345,0.693847,0.000000,0.165626,0.324563,0.253442,0.109933,0.086861,0.026047,0.022603,0.001447,0.005687,0.003791,20.399000,2.218912
[2],0.000000,0.211191,0.296644,0.206022,0.112761,0.073237,0.038126,0.035533,0.016024,0.006974,0.003487,7.435319,0.874726,0.000000,0.291223,0.444625,0.183049,0.051213,0.010267,0.008383,0.004678,0.000000,0.000000,0.006562,11.607812,0.877957
[20],0.000000,0.130145,0.234382,0.251888,0.145650,0.080602,0.083842,0.050779,0.015033,0.003840,0.003840,6.673583,1.018575,0.000000,0.388641,0.351975,0.122075,0.068601,0.042113,0.014698,0.003759,0.002035,0.000000,0.006104,31.705199,3.342554
[21],0.000000,0.139043,0.303385,0.253187,0.140155,0.054065,0.038049,0.028039,0.010015,0.011679,0.022386,17.009312,0.925644,0.000000,0.155460,0.253681,0.264966,0.148710,0.091943,0.034963,0.028155,0.014077,0.004022,0.004022,12.948223,1.244437
[22],0.000000,0.106200,0.280360,0.225123,0.199209,0.090168,0.060727,0.024837,0.007642,0.001911,0.003821,4.248512,0.635078,0.000000,0.081713,0.172644,0.218043,0.197891,0.141872,0.074707,0.062028,0.024565,0.018554,0.007984,17.906747,1.418621
[23],0.000000,0.130277,0.250545,0.168844,0.211896,0.101201,0.059023,0.025782,0.028152,0.018210,0.006070,13.061894,1.337323,0.000000,0.158372,0.289125,0.229005,0.128780,0.092027,0.041870,0.031860,0.015425,0.004511,0.009022,10.993941,2.217638
[24],0.000000,0.169850,0.397015,0.249390,0.096610,0.050209,0.013401,0.009893,0.004544,0.004544,0.004544,11.575522,0.963674,0.000000,0.363205,0.319818,0.138546,0.077421,0.040018,0.037690,0.011632,0.003334,0.001667,0.006668,54.028684,2.675061
[25],0.000000,0.110694,0.254772,0.227053,0.197406,0.114644,0.049816,0.024581,0.008249,0.003171,0.009613,9.694080,0.560612,0.000000,0.161207,0.288314,0.227970,0.161706,0.072768,0.040240,0.020711,0.014337,0.007931,0.004816,117.054694,1.197188
[26],0.000000,0.238590,0.368192,0.250567,0.083521,0.034528,0.016187,0.004305,0.002466,0.000000,0.001644,3.161536,0.591801,0.000000,0.246412,0.376962,0.183510,0.112484,0.049662,0.016942,0.005845,0.001169,0.004676,0.002338,10.092727,0.874442
[27],0.000000,0.063816,0.235235,0.200687,0.135192,0.120991,0.088986,0.072609,0.050254,0.025635,0.006594,1.869049,0.295779,0.000000,0.137199,0.306759,0.184301,0.159425,0.074765,0.063469,0.039875,0.015476,0.010750,0.007980,1.771775,0.402769
[28],0.000000,0.124285,0.322830,0.311768,0.145996,0.056284,0.012014,0.011735,0.010059,0.000000,0.005029,29.684798,1.804080,0.000000,0.135831,0.411113,0.255538,0.090443,0.045377,0.036676,0.013447,0.000000,0.003865,0.007710,23.226944,1.297338
[29],0.000000,0.110120,0.264980,0.246886,0.185441,0.080093,0.055515,0.019761,0.019488,0.008858,0.008858,5.391146,0.554794,0.000000,0.175820,0.292279,0.219537,0.119456,0.087590,0.053887,0.028994,0.017300,0.002919,0.002218,45.470150,1.347377
[3],0.000000,0.198141,0.312688,0.314684,0.093170,0.039344,0.018818,0.009158,0.009365,0.002315,0.002315,4.337899,0.984576,0.000000,0.142485,0.243967,0.214764,0.150838,0.121711,0.060874,0.041272,0.015456,0.003453,0.005180,19.990818,0.906602
[30],0.000000,0.219172,0.238537,0.149815,0.065279,0.039661,0.125196,0.154724,0.004090,0.000881,0.002642,8.155878,0.774999,0.000000,0.300218,0.313264,0.231909,0.105537,0.024773,0.012037,0.006131,0.001533,0.000000,0.004598,12.011916,0.989409
[31],0.000000,0.102508,0.211100,0.266584,0.195382,0.116387,0.050576,0.029523,0.013720,0.008672,0.005546,25.116489,0.339309,0.000000,0.158151,0.318776,0.250825,0.134605,0.099305,0.026423,0.003972,0.001986,0.000000,0.005958,94.408651,0.713636
