Faller : False
Time X Y
0.0 -1.59173686501 -2.10137389371
40.0 -1.60826492744 -2.19177199516
80.0 -1.62887874428 -2.25549609255
120.0 -1.60865594366 -2.27939883253
160.0 -1.58824504564 -2.40705096989
200.0 -1.57292588574 -2.71017715001
240.0 -1.56040366171 -3.00939713376
280.0 -1.51970356128 -3.08840627182
320.0 -1.45101942481 -3.06644187287
360.0 -1.43508709199 -3.08192601318
400.0 -1.41527637616 -3.09257253719
440.0 -1.39078191498 -2.96247051814
480.0 -1.3685582316 -2.76481224894
520.0 -1.32557725869 -2.46687033495
560.0 -1.28596533439 -2.34438790223
600.0 -1.27113237097 -2.47699432206
640.0 -1.26384945851 -2.61054886603
680.0 -1.26259296903 -2.61499323694
720.0 -1.26879202054 -2.56578706343
760.0 -1.28567112294 -2.62371892678
800.0 -1.30575266354 -2.80637165308
840.0 -1.30451374776 -3.03097309419
880.0 -1.31915810133 -3.3371214677
920.0 -1.36014687653 -3.59569921379
960.0 -1.39134126061 -3.70211059182
1000.0 -1.40135649182 -3.63436026178
1040.0 -1.42580571782 -3.49547448961
1080.0 -1.42756360893 -3.50855288001
1120.0 -1.40071343898 -3.69445018751
1160.0 -1.3824266741 -3.88055896236
1200.0 -1.38066566052 -3.95572791205
1240.0 -1.38736995652 -3.8974675405
1280.0 -1.41555546554 -3.84421586038
1320.0 -1.43428640555 -3.87815083681
1360.0 -1.41689096665 -3.89229957477
1400.0 -1.41406318138 -3.75803420312
1440.0 -1.46321177524 -3.4475626269
1480.0 -1.48235750507 -3.19535884965
1520.0 -1.48059959983 -3.11077981303
1560.0 -1.46108634974 -3.12719938786
1600.0 -1.4378163999 -2.93022696078
1640.0 -1.4372796542 -2.60367218723
1680.0 -1.45327675287 -2.43876385047
1720.0 -1.46340073653 -2.57015287957
1760.0 -1.44449847849 -2.82367614834
1800.0 -1.42381043101 -2.9911813735
1840.0 -1.4047488996 -3.060880958
1880.0 -1.39752067505 -3.00692570791
1920.0 -1.39369259118 -2.99191133858
1960.0 -1.41710242787 -3.07324023884
2000.0 -1.41137185613 -3.20247214701
2040.0 -1.39949687433 -3.30775044977
2080.0 -1.39751907213 -3.35698519226
2120.0 -1.35646702722 -3.3061063771
2160.0 -1.30587780482 -3.23092167111
2200.0 -1.27208769311 -3.2264871652
2240.0 -1.24958644404 -3.25515166985
2280.0 -1.26225260347 -3.11352396988
2320.0 -1.27539282767 -2.79849406497
2360.0 -1.26756790991 -2.53131685799
2400.0 -1.27452404628 -2.55761933914
2440.0 -1.31691447508 -2.68398367969
2480.0 -1.32351730661 -2.77474896617
2520.0 -1.32431250456 -2.78242768925
2560.0 -1.32795402103 -2.7284681787
2600.0 -1.33967424861 -2.75453960755
2640.0 -1.37490592877 -2.94884862062
2680.0 -1.38552532847 -3.13546191874
2720.0 -1.36911032856 -3.19907700037
2760.0 -1.36178986663 -3.07257536697
2800.0 -1.39168094747 -2.87830689112
2840.0 -1.4155216983 -2.76161257535
2880.0 -1.42308304817 -2.73339492796
2920.0 -1.41222986539 -2.67174938681
2960.0 -1.40144443181 -2.50103921837
3000.0 -1.39820908207 -2.40305263474
3040.0 -1.40678289084 -2.56798504476
3080.0 -1.40465054692 -2.89994752749
3120.0 -1.38249027483 -3.1044789677
3160.0 -1.36428771524 -3.09538846996
3200.0 -1.38235046102 -2.87926431581
3240.0 -1.39421045591 -2.76463631496
3280.0 -1.40568675402 -2.78980376086
3320.0 -1.41790610136 -2.87581825381
3360.0 -1.40054956384 -2.93985378564
3400.0 -1.40104379793 -2.91738172764
3440.0 -1.40311478454 -2.86582838028
