[Faller\12\Open\patient12openEyes.txt]
500 samples
20 Markov chains

(3,8)(2,8)(3,8)(6,10)(5,10)(3,9)(1,8)(3,7)(4,7)(4,6)(4,5)(5,5)(9,8)(0,9)(8,7)(4,4)(1,1)(3,3)(6,6)(9,7)(8,7)(7,6)(4,4)(3,2)(1,1)(1,1)
(1,1)(1,1)(2,2)(5,4)(6,6)(5,4)(3,3)(2,1)(1,1)(1,1)(1,1)(1,2)(1,2)(1,2)(1,2)(1,1)(2,2)(1,1)(1,1)(1,1)(1,1)(2,2)(4,4)(6,5)(6,5)(3,3)
(3,3)(1,2)(1,3)(1,3)(1,3)(2,3)(2,2)(2,2)(4,4)(3,3)(1,2)(1,2)(1,2)(2,2)(2,2)(1,1)(1,1)(1,2)(2,2)(1,2)(1,2)(1,2)(1,2)(2,2)(1,2)(1,2)
(1,2)(1,2)(1,2)(1,2)(1,1)(1,1)(1,1)(1,1)(2,1)(3,3)(4,4)(4,3)(3,3)(1,2)(1,2)(1,2)(1,2)(1,2)(1,2)(3,3)(3,3)(2,2)(1,2)(1,2)(2,2)(3,3)
(3,3)(3,3)(3,2)(3,2)(3,3)(4,3)(4,4)(4,4)(3,3)(2,2)(1,2)(1,1)(2,2)(2,1)(2,2)(3,3)(3,3)(2,2)(2,1)(1,1)(1,1)(2,2)(2,2)(1,2)(1,2)(2,3)
(2,3)(3,3)(1,3)(2,4)(3,4)(4,5)(4,5)(4,4)(3,3)(1,2)(1,2)(2,2)(3,3)(3,3)(3,3)(3,3)(3,3)(3,3)(2,3)(2,2)(1,1)(1,1)(1,1)(2,2)(4,4)(4,5)
(4,5)(2,3)(1,3)(2,3)(2,3)(3,3)(3,3)(3,3)(5,5)(7,7)(7,7)(5,6)(4,5)(2,3)(2,3)(2,3)(3,3)(4,4)(4,4)(2,2)(1,2)(1,3)(1,4)(2,4)(3,4)(3,4)
(3,4)(2,4)(2,4)(2,3)(3,4)(5,5)(5,5)(4,4)(3,3)(2,2)(2,2)(2,2)(2,2)(2,2)(2,2)(2,2)(3,3)(3,2)(3,2)(3,3)(2,2)(1,1)(1,1)(1,1)(1,1)(1,1)
(1,1)(1,1)(1,2)(1,2)(1,2)(2,2)(2,3)(2,2)(1,2)(1,1)(1,1)(1,1)(2,2)(2,2)(2,2)(1,1)(1,1)(1,1)(1,1)(1,1)(1,1)(1,1)(2,2)(1,1)(1,1)(1,1)
(1,1)(1,1)(2,2)(2,2)(3,2)(2,2)(2,2)(3,3)(4,4)(4,4)(4,4)(4,4)(3,3)(4,3)(5,4)(7,6)(7,6)(5,4)(3,3)(2,2)(2,2)(2,2)(2,2)(2,3)(1,3)(2,3)
(2,3)(3,4)(2,3)(1,3)(1,3)(1,3)(2,3)(2,2)(1,1)(1,1)(1,1)(2,2)(3,3)(3,3)(4,4)(4,4)(4,4)(4,4)(3,3)(3,3)(3,3)(3,3)(2,2)(2,2)(1,1)(1,1)
(1,1)(1,1)(1,2)(2,2)(2,2)(1,1)(1,1)(1,1)(1,1)(1,1)(2,2)(2,2)(2,2)(2,3)(3,3)(3,3)(2,3)(3,3)(3,3)(3,3)(2,3)(2,3)(3,3)(2,3)(1,1)(1,1)
(1,1)(1,1)(1,1)(2,2)(2,2)(2,2)(2,2)(2,2)(3,3)(4,4)(5,6)(5,5)(4,5)(3,4)(3,3)(3,3)(4,4)(4,4)(3,4)(3,3)(3,3)(3,4)(3,4)(3,4)(3,4)(3,4)
(3,4)(2,4)(3,4)(3,4)(4,4)(4,5)(5,5)(5,5)(5,4)(5,4)(4,4)(5,5)(5,4)(4,4)(3,3)(3,3)(1,2)(1,2)(1,2)(1,2)(1,2)(1,2)(1,2)(1,2)(2,2)(3,3)
(3,3)(3,3)(2,2)(2,2)(2,2)(3,2)(3,3)(4,4)(5,4)(4,4)(2,3)(2,4)(1,4)(2,4)(2,4)(2,4)(2,3)(1,2)(1,2)(1,2)(1,1)(1,1)(1,1)(1,1)(1,1)(1,1)
(1,1)(2,2)(2,2)(2,2)(1,2)(1,2)(1,2)(1,3)(2,3)(2,4)(3,4)(4,5)(5,5)(5,5)(5,5)(6,6)(5,5)(5,4)(5,4)(4,4)(4,4)(3,3)(2,4)(2,4)(2,4)(1,4)
(1,4)(1,4)(1,4)(1,4)(1,3)(1,3)(2,3)(2,3)(2,3)(3,3)(3,3)(3,3)(3,3)(3,3)(3,3)(2,3)(2,2)(2,3)(2,3)(2,2)(1,2)(1,2)(1,2)(1,1)(1,1)(1,1)
(1,1)(1,1)(2,2)(2,2)(2,2)(3,3)(3,3)(3,3)(3,3)(4,4)(4,4)(4,4)(4,4)(4,4)(3,3)(3,3)(3,3)(2,3)(3,3)(3,3)(2,2)(2,2)(2,2)(3,3)(3,3)(3,4)
(3,4)(4,4)(4,4)(3,4)(3,3)(3,3)(3,3)(3,3)(3,3)(3,3)(2,3)(2,2)(2,2)(2,2)(2,2)(2,2)(2,2)(2,2)(2,2)(2,2)(2,2)(1,1)(1,1)(1,1)(1,1)(1,1)
(1,1)(1,1)(3,3)(4,4)(3,4)(2,2)(1,1)(1,1)(1,1)(1,1)(1,2)(1,2)(1,2)(2,3)(2,3)
__________________________________________________________________________________________
