[0],0.000000,0.133250,0.289145,0.202264,0.144604,0.099139,0.069686,0.023396,0.017380,0.009844,0.011293,2.150021,0.199557,0.000000,0.152252,0.293693,0.254959,0.168371,0.061644,0.043882,0.012330,0.008579,0.001784,0.002505,0.775744,0.208376
[1],0.000000,0.239091,0.380722,0.216884,0.088539,0.032262,0.015376,0.019157,0.004804,0.001527,0.001638,4.883725,0.673608,0.000000,0.120251,0.267835,0.215584,0.178134,0.106000,0.056329,0.021615,0.023435,0.005873,0.004944,64.974230,1.509699
[10],0.000000,0.219083,0.402111,0.226715,0.090344,0.044145,0.011586,0.001727,0.003431,0.000000,0.000858,9.537298,0.225302,0.000000,0.242993,0.360608,0.215530,0.103982,0.040270,0.017108,0.013075,0.003480,0.001625,0.001329,15.418156,0.476372
[11],0.000000,0.180217,0.320321,0.200286,0.116541,0.093701,0.045514,0.019651,0.012856,0.009095,0.001819,46.075759,0.286894,0.000000,0.159845,0.301247,0.197889,0.138100,0.082112,0.057924,0.030323,0.021391,0.008687,0.002482,115.355321,0.433641
[12],0.000000,0.574451,0.291665,0.056752,0.034412,0.023882,0.012429,0.004270,0.000000,0.000000,0.002138,11.119566,0.489534,0.000000,0.530569,0.296731,0.096398,0.032115,0.016065,0.010045,0.004018,0.008034,0.002008,0.004016,11.504275,0.708022
[13],0.000000,0.173030,0.330236,0.231234,0.103279,0.059250,0.053167,0.025916,0.014530,0.003725,0.005634,2.481828,0.220995,0.000000,0.094628,0.204631,0.220954,0.185364,0.141129,0.066559,0.038324,0.020167,0.012106,0.016138,2.078672,0.218284
[14],0.000000,0.229826,0.334507,0.198033,0.115030,0.064465,0.028035,0.014390,0.010660,0.003354,0.001701,10.795997,0.326816,0.000000,0.233966,0.328444,0.191507,0.128333,0.055030,0.049621,0.003067,0.003264,0.005191,0.001576,58.665324,0.664878
[15],0.000000,0.157105,0.269553,0.224777,0.154551,0.089102,0.037167,0.030099,0.015889,0.013533,0.008223,3.360105,0.382941,0.000000,0.260952,0.336259,0.184093,0.114857,0.045000,0.035134,0.013586,0.001918,0.006168,0.002030,47.760247,0.725549
[16],0.000000,0.246330,0.408367,0.194811,0.084632,0.044159,0.012923,0.004386,0.000000,0.000000,0.004386,54.978831,0.237805,0.000000,0.186345,0.363869,0.202020,0.142779,0.061779,0.025515,0.008751,0.007484,0.000000,0.001459,143.528664,0.312993
[17],0.000000,0.277682,0.353758,0.209535,0.096119,0.041482,0.014267,0.003797,0.000000,0.001680,0.001680,12.934846,0.566253,0.000000,0.184142,0.230105,0.219671,0.142998,0.100361,0.059870,0.025031,0.020676,0.012001,0.005145,26.420146,0.881823
