[18],0.000000,0.046474,0.188042,0.205823,0.188546,0.125520,0.095320,0.066916,0.036804,0.026858,0.019696,10.180589,1.104477,0.000000,0.172686,0.377111,0.224429,0.127586,0.044915,0.026637,0.008324,0.009989,0.003330,0.004995,18.750089,1.665428
[19],0.000000,0.087218,0.231639,0.262074,0.163858,0.110505,0.085254,0.031762,0.015383,0.007692,0.004615,5.422300,0.519001,0.000000,0.108785,0.217569,0.230835,0.152339,0.128043,0.077209,0.030440,0.020814,0.022075,0.011891,145.804489,4.072156
[2],0.000000,0.148290,0.261479,0.196737,0.160090,0.125749,0.054848,0.023071,0.014590,0.006282,0.008864,14.077296,1.007730,0.000000,0.305726,0.346724,0.209259,0.076269,0.029240,0.012990,0.004913,0.004913,0.003307,0.006659,45.877672,2.818224
[20],0.000000,0.077866,0.155732,0.262234,0.156166,0.137237,0.086613,0.074381,0.028899,0.009633,0.011239,143.205486,2.354700,0.000000,0.130455,0.270183,0.234856,0.164274,0.094940,0.062032,0.017115,0.008937,0.010515,0.006691,123.854767,6.724916
[21],0.000000,0.229708,0.259197,0.236915,0.133532,0.068719,0.039305,0.014731,0.003579,0.005368,0.008947,52.335537,2.409695,0.001651,0.101442,0.306045,0.224508,0.162537,0.097288,0.049603,0.025810,0.009756,0.013108,0.008253,38.259297,3.500184
[22],0.000000,0.257308,0.402560,0.170182,0.081035,0.049272,0.009530,0.006345,0.011098,0.004754,0.007915,47.603776,2.296941,0.000000,0.028544,0.127696,0.231758,0.177950,0.187064,0.139894,0.067736,0.021865,0.009329,0.008163,41.092542,1.477106
[23],0.000000,0.207525,0.363064,0.245480,0.120479,0.056738,0.006714,0.000000,0.000000,0.000000,0.000000,33.408430,1.640124,0.000000,0.208296,0.320231,0.224499,0.132306,0.054097,0.015300,0.020798,0.009413,0.008044,0.007017,66.581518,2.105252
[3],0.000000,0.068204,0.156249,0.151975,0.174252,0.129571,0.077997,0.075637,0.063437,0.049359,0.053319,24.375690,2.101141,0.000000,0.086979,0.210675,0.228101,0.152498,0.129205,0.073261,0.062051,0.028678,0.021858,0.006693,23.675286,2.383964
[4],0.000000,0.200966,0.331099,0.217829,0.127000,0.073296,0.019813,0.008959,0.006574,0.006574,0.007889,127.542703,2.319425,0.000000,0.148933,0.269346,0.185517,0.094521,0.135565,0.074468,0.055076,0.024366,0.009111,0.003097,178.412605,2.561931
[5],0.000000,0.066865,0.154934,0.225071,0.205602,0.180146,0.074506,0.046372,0.026349,0.008638,0.011518,54.870593,1.492195,0.000000,0.041589,0.131564,0.130542,0.214815,0.147470,0.123559,0.113135,0.056533,0.028097,0.012697,177.413089,0.836667
[6],0.000000,0.121704,0.219483,0.203406,0.136969,0.094464,0.068060,0.055012,0.043093,0.040406,0.017402,27.000409,0.944822,0.000000,0.125783,0.282500,0.227963,0.152515,0.095707,0.062923,0.032551,0.011184,0.004943,0.003931,26.653756,1.084293
[7],0.000000,0.154725,0.230567,0.242663,0.136134,0.124220,0.059077,0.029376,0.012652,0.003113,0.007473,8.678707,1.904287,0.000000,0.288634,0.342449,0.169299,0.070121,0.044030,0.023536,0.022951,0.016633,0.015963,0.006385,14.277930,4.348591
[8],0.000000,0.184381,0.242170,0.218553,0.154571,0.077411,0.047034,0.032110,0.024317,0.014590,0.004863,2.411530,0.697951,0.000000,0.202760,0.251215,0.214068,0.114880,0.088598,0.047318,0.017715,0.035627,0.020702,0.007116,3.604389,1.025059
[9],0.000000,0.169844,0.181037,0.170188,0.137927,0.110002,0.090971,0.056917,0.038476,0.023819,0.020819,34.588290,0.986757,0.000000,0.156740,0.217518,0.223061,0.181965,0.108833,0.059492,0.029203,0.011099,0.005501,0.006589,42.316315,1.136745
