Faller : False
Time X Y
0.0 -0.448704153033 3.24886003337
40.0 -0.466952926638 3.22125572452
80.0 -0.483780160962 3.16099601229
120.0 -0.480096300798 3.11571415303
160.0 -0.475743985331 3.073432085
200.0 -0.471579298084 2.99948843634
240.0 -0.457577662908 2.93321173892
280.0 -0.452944285213 2.89042730243
320.0 -0.481515376054 2.85513407826
360.0 -0.550848106411 2.80059630729
400.0 -0.699336101749 2.71629653584
440.0 -0.917238832733 2.61533277267
480.0 -1.18883580856 2.46777374718
520.0 -1.42418202893 2.29650319732
560.0 -1.66640978686 2.07101430521
600.0 -1.90304145162 1.86028026472
640.0 -2.14705415607 1.65939455048
680.0 -2.29467159104 1.56820154861
720.0 -2.34549376689 1.51292549136
760.0 -2.34869594897 1.46768471361
800.0 -2.36359691237 1.42901238103
840.0 -2.41028647891 1.39909499469
880.0 -2.513773907 1.37262558943
920.0 -2.5821030385 1.35083796845
960.0 -2.61896002181 1.34248557236
1000.0 -2.64600280613 1.34730111313
1040.0 -2.66815621108 1.37860735247
1080.0 -2.68361520751 1.42685417714
1120.0 -2.65181179902 1.46656458868
1160.0 -2.52642128942 1.5340659763
1200.0 -2.40594230045 1.62226086801
1240.0 -2.3372188067 1.71978813032
1280.0 -2.3120436253 1.77105617862
1320.0 -2.2852767177 1.81517820478
1360.0 -2.28234946516 1.81030269206
1400.0 -2.31879756993 1.75223449614
1440.0 -2.3763788574 1.65649173412
1480.0 -2.46283874803 1.52952427326
1520.0 -2.54503159394 1.38193356251
1560.0 -2.56856795908 1.30592287386
1600.0 -2.57265548744 1.28796499952
1640.0 -2.55794311904 1.25628847531
1680.0 -2.4971761192 1.21373847668
1720.0 -2.40354179602 1.23450958629
1760.0 -2.34013804842 1.30786785938
1800.0 -2.34364110549 1.36878935398
1840.0 -2.37063554469 1.42045164797
1880.0 -2.41584565493 1.44407552524
1920.0 -2.48164798943 1.43950206839
1960.0 -2.5720977271 1.4392549821
2000.0 -2.69028508804 1.47289517547
2040.0 -2.77106593067 1.53532680374
2080.0 -2.78914745648 1.62466269817
2120.0 -2.76892227825 1.70838248812
2160.0 -2.73446204803 1.75870517522
2200.0 -2.67675467928 1.79076607236
2240.0 -2.60180785146 1.80709615428
2280.0 -2.5143640151 1.81367158073
2320.0 -2.44508414126 1.81347774344
2360.0 -2.39205219576 1.85455187459
2400.0 -2.38428214706 1.90968708832
2440.0 -2.43355666738 1.94413475879
2480.0 -2.49500357713 1.96990056566
2520.0 -2.55155209706 1.95577450465
2560.0 -2.62516628701 1.90756537538
2600.0 -2.66979069674 1.82627379353
2640.0 -2.71265716842 1.66705894661
2680.0 -2.73218192837 1.49367388118
2720.0 -2.68772163825 1.3296166503
2760.0 -2.59698392989 1.17106417046
2800.0 -2.51765139358 0.995274366435
2840.0 -2.5130164196 0.853023989707
2880.0 -2.50792061276 0.708439596473
2920.0 -2.49579471565 0.640060175241
2960.0 -2.52264236117 0.640457071152
3000.0 -2.56881101275 0.684523121726
3040.0 -2.64658958325 0.732632581793
3080.0 -2.74106458432 0.801493545289
3120.0 -2.83108246344 0.981188079032
3160.0 -2.92688664111 1.23460956289
3200.0 -2.98274225233 1.40046128379
3240.0 -3.01649060607 1.528128174
3280.0 -3.00102347244 1.59493845305
3320.0 -2.9823198983 1.60789332907
3360.0 -2.9530196602 1.58492977734
3400.0 -2.84224558952 1.51082156301
3440.0 -2.71387283031 1.41364241445
3480.0 -2.60831708932 1.27796192359
3520.0 -2.54387296556 1.15572863925
3560.0 -2.50701169092 1.05896627041
3600.0 -2.51295136247 1.00360655506
3640.0 -2.52855656169 0.963212718611
3680.0 -2.54604908211 0.91785501182
3720.0 -2.5810958487 0.922494944946
3760.0 -2.601740377 0.958365255776
3800.0 -2.59765180329 0.928884894402
3840.0 -2.60097636362 0.857825732494
3880.0 -2.61916950977 0.792703189836
3920.0 -2.65710053076 0.689242952038
3960.0 -2.69523669451 0.55710306849
4000.0 -2.69772845714 0.468923825386
4040.0 -2.66129573153 0.480656343577
4080.0 -2.58635476175 0.52305949096
4120.0 -2.54635505167 0.563644970383
4160.0 -2.50363918912 0.62295447714
4200.0 -2.47387262434 0.673933857913
4240.0 -2.47857369845 0.712164320695
4280.0 -2.48501053504 0.76232009392
4320.0 -2.44845829296 0.770564914317
4360.0 -2.38813978977 0.776986888036
4400.0 -2.35308829217 0.806471731934
4440.0 -2.39239032062 0.823755492182
4480.0 -2.46175483441 0.807781682777
4520.0 -2.50548887742 0.789379558721
4560.0 -2.51440700531 0.797128542367
4600.0 -2.45494676061 0.802903813927
4640.0 -2.38241288461 0.788026123115
4680.0 -2.34981796377 0.752745784062
4720.0 -2.32371120387 0.712765443477
4760.0 -2.30825618437 0.698889723363
4800.0 -2.34485516703 0.71370300923
4840.0 -2.41211141995 0.712469670207
4880.0 -2.4785953348 0.686933309177
4920.0 -2.53449910347 0.680682885379
4960.0 -2.60954952655 0.685634241262
5000.0 -2.65894558284 0.681689777502
5040.0 -2.67909122138 0.683272115883
5080.0 -2.64477222671 0.719077391365
5120.0 -2.59251764799 0.74154559055
5160.0 -2.55153472353 0.729588707538
5200.0 -2.49702854144 0.699281614945
5240.0 -2.42979107329 0.656623030705
5280.0 -2.36710627686 0.616055427363
5320.0 -2.31909149206 0.560899840572
5360.0 -2.27624208837 0.482772543704
5400.0 -2.29780718485 0.41445395701
5440.0 -2.3796576757 0.406968510895
5480.0 -2.48202624791 0.440699851012
5520.0 -2.54258700643 0.533680902035
5560.0 -2.59799068656 0.660837976523
5600.0 -2.69246546331 0.771694018405
5640.0 -2.80710881838 0.862400945386
5680.0 -2.93790505272 0.964985212222
5720.0 -3.03985969013 1.047981783
5760.0 -3.1385161716 1.07134716705
5800.0 -3.19473547936 1.02778822161
5840.0 -3.28090033564 0.997086364047
5880.0 -3.38116414139 1.00260589124
5920.0 -3.4700076686 1.01306979265
5960.0 -3.51391021658 1.01286276848
6000.0 -3.55206052047 1.03550566082
6040.0 -3.58704096101 1.06157569895
6080.0 -3.62559089239 1.05690544529
6120.0 -3.64960561 1.02405771023
6160.0 -3.63581520456 0.967524898029
6200.0 -3.6160827567 0.875086479353
6240.0 -3.55403497482 0.784969463783
6280.0 -3.44824435295 0.683541725724
6320.0 -3.33102692866 0.562575738459
6360.0 -3.23120123502 0.46032740229
6400.0 -3.16920199099 0.380625542087
6440.0 -3.14879223161 0.311691840227
6480.0 -3.11485671245 0.251047351758
6520.0 -3.06585472879 0.209383338209
6560.0 -3.00266442544 0.209957361166
6600.0 -2.94424299998 0.226393464774
6640.0 -2.87595960958 0.20021816544
6680.0 -2.78061931856 0.169975930721
6720.0 -2.62453183927 0.157588042254
6760.0 -2.51720382349 0.145955345128
6800.0 -2.45712914547 0.130127003874
6840.0 -2.43461161267 0.108755288588
6880.0 -2.39952879346 0.0763497155691
6920.0 -2.35390005178 0.0647564830923
6960.0 -2.33089151432 0.05069800733
7000.0 -2.33823319674 0.0116889962812
7040.0 -2.38495566946 -0.0374506298891
7080.0 -2.49435509159 -0.101771456156
7120.0 -2.58675746905 -0.138893731319
7160.0 -2.61837037807 -0.174053488598
7200.0 -2.60910199962 -0.204637238589
7240.0 -2.58258750912 -0.228858769915
7280.0 -2.58331478351 -0.273568571868
7320.0 -2.57805371354 -0.319343521257
7360.0 -2.5343722796 -0.335803281586
7400.0 -2.48634195969 -0.353048137659
7440.0 -2.42309809305 -0.378782567099
7480.0 -2.36611753585 -0.422043843487
