[NonFaller\29\Closed\patient29closeEyes.txt]
550 samples
22 Markov chains

(1,1)(1,1)(1,2)(2,4)(2,6)(2,5)(3,2)(2,2)(4,3)(8,6)(10,5)(9,4)(2,2)(4,2)(1,2)(1,1)(7,5)(10,10)(5,10)(2,7)(1,1)(1,2)(1,4)(2,6)(2,6)(2,5)
(2,5)(1,2)(1,1)(1,2)(2,3)(1,4)(1,5)(1,3)(1,2)(1,1)(1,1)(1,3)(1,6)(1,8)(1,5)(1,5)(2,4)(1,2)(1,2)(2,4)(1,3)(1,1)(1,1)(1,2)(1,3)(1,5)
(1,5)(1,5)(1,5)(1,2)(1,2)(1,1)(1,2)(1,3)(1,2)(1,6)(1,4)(1,5)(1,4)(1,2)(2,2)(2,2)(2,4)(1,6)(1,3)(1,2)(1,4)(1,5)(2,6)(1,4)(1,2)(1,2)
(1,2)(1,1)(1,1)(1,1)(1,1)(1,2)(1,1)(1,1)(1,2)(1,3)(1,1)(1,3)(1,1)(1,1)(1,2)(1,1)(1,2)(1,2)(1,2)(1,2)(1,2)(1,2)(1,2)(1,3)(1,3)(1,2)
(1,2)(1,2)(1,1)(1,1)(1,1)(1,1)(1,3)(1,2)(1,1)(1,3)(1,3)(1,2)(1,2)(1,2)(1,1)(1,2)(1,2)(1,3)(1,3)(1,2)(1,2)(1,3)(1,1)(1,1)(1,1)(1,1)
(1,1)(1,1)(1,1)(1,1)(1,1)(1,3)(1,3)(1,2)(1,1)(1,1)(1,3)(1,3)(1,1)(1,2)(1,2)(1,2)(1,1)(1,2)(1,3)(1,3)(1,1)(1,4)(1,4)(1,2)(1,2)(1,2)
(1,2)(1,2)(1,2)(1,3)(1,3)(1,1)(1,1)(1,2)(1,2)(1,2)(1,1)(1,1)(1,1)(1,2)(1,4)(1,6)(1,10)(1,7)(1,3)(1,2)(1,5)(1,5)(1,3)(1,1)(1,2)(1,2)
(1,2)(1,4)(1,3)(1,3)(1,2)(1,1)(1,2)(1,5)(1,5)(1,3)(1,2)(1,1)(1,2)(1,1)(1,2)(1,3)(1,1)(1,2)(1,1)(1,1)(1,2)(1,2)(1,2)(1,2)(1,1)(1,3)
(1,3)(1,3)(1,1)(1,1)(1,1)(2,3)(1,4)(2,2)(3,5)(3,5)(3,6)(2,5)(1,5)(1,5)(1,3)(1,1)(1,2)(1,4)(1,6)(1,6)(1,3)(1,1)(1,2)(2,3)(2,3)(1,4)
(1,4)(1,2)(1,2)(1,4)(1,9)(1,9)(1,4)(1,1)(1,1)(1,2)(1,2)(1,4)(1,3)(1,5)(1,3)(1,1)(1,2)(2,4)(2,5)(2,7)(2,7)(1,3)(1,3)(1,3)(1,3)(1,6)
(1,6)(1,5)(1,5)(1,4)(1,3)(1,1)(1,4)(1,6)(1,3)(1,4)(1,4)(1,1)(1,1)(1,1)(1,2)(1,5)(1,6)(1,5)(1,4)(1,2)(1,1)(1,1)(1,1)(1,3)(1,3)(1,4)
(1,4)(1,1)(1,1)(1,1)(1,1)(1,1)(1,2)(1,3)(1,2)(1,3)(1,4)(1,2)(1,1)(1,2)(1,3)(1,4)(1,4)(1,2)(1,2)(2,2)(1,2)(1,2)(1,1)(1,1)(1,1)(1,2)
(1,2)(1,4)(1,4)(1,1)(1,2)(1,3)(2,4)(2,2)(2,2)(3,3)(3,5)(2,5)(1,4)(1,4)(1,5)(1,5)(1,3)(1,3)(1,3)(1,1)(1,2)(1,2)(1,3)(2,3)(1,2)(2,3)
(2,3)(1,3)(1,2)(1,2)(2,4)(1,4)(1,6)(1,4)(1,1)(1,1)(1,2)(1,4)(1,3)(1,2)(1,2)(2,4)(2,3)(2,2)(1,3)(2,4)(2,4)(2,4)(2,3)(1,4)(1,3)(1,1)
(1,1)(1,1)(1,3)(1,2)(1,1)(1,2)(1,4)(1,3)(1,1)(1,3)(1,2)(1,4)(1,4)(1,2)(1,1)(1,2)(1,3)(1,5)(1,4)(1,2)(1,1)(1,1)(2,3)(2,3)(1,2)(1,2)
(1,2)(1,2)(1,1)(1,1)(1,3)(1,3)(2,4)(1,4)(1,1)(2,3)(2,2)(2,2)(1,2)(1,1)(2,2)(2,2)(1,1)(1,2)(1,3)(1,2)(2,5)(2,8)(1,8)(2,4)(2,3)(2,3)
(2,3)(1,2)(1,3)(1,2)(2,2)(1,2)(1,2)(1,1)(1,3)(1,2)(1,2)(1,1)(2,4)(2,5)(2,2)(1,3)(1,4)(1,4)(1,2)(1,2)(1,4)(1,2)(2,3)(1,1)(1,2)(1,1)
(1,1)(1,1)(1,1)(1,1)(2,3)(1,3)(1,1)(1,3)(1,2)(1,1)(1,1)(1,3)(1,3)(1,3)(1,2)(1,3)(1,1)(1,3)(1,2)(1,2)(1,5)(2,6)(1,2)(1,1)(1,4)(1,5)
(1,5)(2,5)(1,4)(1,1)(1,1)(1,1)(1,1)(1,2)(1,2)(1,5)(1,1)(1,4)(1,2)(1,1)(1,1)(1,3)(1,4)(1,4)(1,2)(1,2)(1,3)(1,3)(1,1)(1,4)(1,4)(1,2)
(1,2)(1,1)(1,1)(1,2)(1,1)(1,2)(1,1)(1,2)(1,2)(1,4)(1,4)(1,2)(1,1)(2,3)(2,2)(1,3)(1,5)(1,4)(1,1)(1,3)(1,3)(1,1)(1,2)(1,2)(2,2)(1,3)
(1,3)(1,3)(1,2)(1,1)(1,2)(1,1)(1,1)(1,2)(1,3)(1,1)(1,3)(1,3)(1,2)(1,1)(1,1)(1,2)(1,3)(1,1)(1,2)(1,4)(1,3)(1,2)(1,2)(1,5)(1,3)(1,1)
(1,1)(1,1)(1,1)(1,2)(1,3)(1,2)(1,2)(1,2)(1,1)(1,1)(2,3)(1,4)(1,7)(1,5)(1,1)(1,1)(1,2)(1,3)(1,2)(1,4)(1,5)(1,5)(1,2)(1,6)
__________________________________________________________________________________________
